name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Eddie Czaplicki,47.0,P,ACT,"7'3""",207,R,USC,chiefs,nfl.com,2025-07-18T19:08:10.133355,,@eddieczaplicki,eddieczaplicki,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Eddie_Czaplicki,,,,https://www.spotrac.com/nfl/chiefs/eddie-czaplicki/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:11.949188,True
Mac Dalena,84.0,WR,ACT,"7'1""",180,R,Fresno State,chiefs,nfl.com,2025-07-18T19:08:10.133360,,@macdalena,macdalena,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mac_Dalena,,,,https://www.spotrac.com/nfl/chiefs/mac-dalena/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.049492,True
Michael Danna,51.0,DE,ACT,"7'4""",257,6,Michigan,chiefs,nfl.com,2025-07-18T19:08:10.133366,,@michaeldanna,michaeldanna,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Michael_Danna,,,,https://www.spotrac.com/nfl/chiefs/michael-danna/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.149816,True
Ethan Driskell,75.0,OT,ACT,"8'0""",313,2,Marshall,chiefs,nfl.com,2025-07-18T19:08:10.133372,,@ethandriskell,ethandriskell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ethan_Driskell,,,,https://www.spotrac.com/nfl/chiefs/ethan-driskell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.250160,True
Mike Edwards,34.0,SAF,ACT,"7'0""",205,7,Kentucky,chiefs,nfl.com,2025-07-18T19:08:10.133378,,@mikeedwards,mikeedwards,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mike_Edwards,,,,https://www.spotrac.com/nfl/chiefs/mike-edwards/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.350974,True
Kristian Fulton,8.0,CB,ACT,"7'1""",197,5,LSU,chiefs,nfl.com,2025-07-18T19:08:10.133385,,@kristianfulton,kristianfulton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kristian_Fulton,,,,https://www.spotrac.com/nfl/chiefs/kristian-fulton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.451648,True
Brandon George,50.0,LB,ACT,"7'5""",240,R,Pittsburgh,chiefs,nfl.com,2025-07-18T19:08:10.133391,,@brandongeorge,brandongeorge,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_George,,,,https://www.spotrac.com/nfl/chiefs/brandon-george/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.551954,True
Ashton Gillotte,97.0,DE,ACT,"7'5""",270,R,Louisville,chiefs,nfl.com,2025-07-18T19:08:10.133397,,@ashtongillotte,ashtongillotte,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ashton_Gillotte,,,,https://www.spotrac.com/nfl/chiefs/ashton-gillotte/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.652238,True
Chukwuebuka Godrick,72.0,OT,ACT,"7'7""",293,1,,chiefs,nfl.com,2025-07-18T19:08:10.133403,,@chukwuebukagodrick,chukwuebukagodrick,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chukwuebuka_Godrick,,,,https://www.spotrac.com/nfl/chiefs/chukwuebuka-godrick/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.753041,True
Noah Gray,83.0,TE,ACT,"7'5""",240,5,Duke,chiefs,nfl.com,2025-07-18T19:08:10.133410,,@noahgray,noahgray,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Noah_Gray,,,,https://www.spotrac.com/nfl/chiefs/noah-gray/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.854477,True
C.J. Hanson,61.0,G,ACT,"7'7""",300,2,Holy Cross,chiefs,nfl.com,2025-07-18T19:08:10.133417,,@c.j.hanson,c.j.hanson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/C.J._Hanson,,,,https://www.spotrac.com/nfl/chiefs/c.j.-hanson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:12.954754,True
Malik Herring,94.0,DE,ACT,"7'5""",275,5,Georgia,chiefs,nfl.com,2025-07-18T19:08:10.133423,,@malikherring,malikherring,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Malik_Herring,,,,https://www.spotrac.com/nfl/chiefs/malik-herring/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.055056,True
Jaden Hicks,21.0,SAF,ACT,"7'3""",215,2,Washington State,chiefs,nfl.com,2025-07-18T19:08:10.133429,,@jadenhicks,jadenhicks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jaden_Hicks,,,,https://www.spotrac.com/nfl/chiefs/jaden-hicks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.155342,True
Jimmy Holiday,,WR,ACT,"7'3""",211,R,Louisiana Tech,chiefs,nfl.com,2025-07-18T19:08:10.133436,,@jimmyholiday,jimmyholiday,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jimmy_Holiday,,,,https://www.spotrac.com/nfl/chiefs/jimmy-holiday/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.255631,True
Creed Humphrey,52.0,C,ACT,"7'6""",302,5,Oklahoma,chiefs,nfl.com,2025-07-18T19:08:10.133442,,@creedhumphrey,creedhumphrey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Creed_Humphrey,,,,https://www.spotrac.com/nfl/chiefs/creed-humphrey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.355909,True
Kareem Hunt,29.0,RB,ACT,"7'1""",216,9,Toledo,chiefs,nfl.com,2025-07-18T19:08:10.133448,,@kareemhunt,kareemhunt,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kareem_Hunt,,,,https://www.spotrac.com/nfl/chiefs/kareem-hunt/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.456215,True
Keaontay Ingram,30.0,RB,RES,"7'2""",221,3,USC,chiefs,nfl.com,2025-07-18T19:08:10.133455,,@keaontayingram,keaontayingram,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Keaontay_Ingram,,,,https://www.spotrac.com/nfl/chiefs/keaontay-ingram/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.556494,True
Coziah Izzard,93.0,DT,ACT,"7'5""",305,R,Penn State,chiefs,nfl.com,2025-07-18T19:08:10.133461,,@coziahizzard,coziahizzard,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Coziah_Izzard,,,,https://www.spotrac.com/nfl/chiefs/coziah-izzard/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.656770,True
Nazeeh Johnson,13.0,SAF,ACT,"7'0""",199,4,Marshall,chiefs,nfl.com,2025-07-18T19:08:10.133467,,@nazeehjohnson,nazeehjohnson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Nazeeh_Johnson,,,,https://www.spotrac.com/nfl/chiefs/nazeeh-johnson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.757062,True
Cam Jones,44.0,LB,ACT,"7'4""",227,3,Indiana,chiefs,nfl.com,2025-07-18T19:08:10.133473,,@camjones,camjones,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cam_Jones,,,,https://www.spotrac.com/nfl/chiefs/cam-jones/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.857515,True
Chris Jones,95.0,DE,ACT,"7'8""",310,10,Mississippi State,chiefs,nfl.com,2025-07-18T19:08:10.133479,,@chrisjones,chrisjones,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chris_Jones,,,,https://www.spotrac.com/nfl/chiefs/chris-jones/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:13.957852,True
George Karlaftis,56.0,DE,ACT,"7'6""",263,4,Purdue,chiefs,nfl.com,2025-07-18T19:08:10.133485,,@georgekarlaftis,georgekarlaftis,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/George_Karlaftis,,,,https://www.spotrac.com/nfl/chiefs/george-karlaftis/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.058169,True
Travis Kelce,87.0,TE,ACT,"7'7""",250,13,Cincinnati,chiefs,nfl.com,2025-07-18T19:08:10.133490,,@traviskelce,traviskelce,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Travis_Kelce,,,,https://www.spotrac.com/nfl/chiefs/travis-kelce/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.158441,True
Kevin Knowles,38.0,DB,ACT,"7'1""",190,R,Florida State,chiefs,nfl.com,2025-07-18T19:08:10.133497,,@kevinknowles,kevinknowles,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kevin_Knowles,,,,https://www.spotrac.com/nfl/chiefs/kevin-knowles/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.258687,True
Joey Lombard,,C,ACT,"7'7""",305,R,South Dakota,chiefs,nfl.com,2025-07-18T19:08:10.133503,,@joeylombard,joeylombard,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Joey_Lombard,,,,https://www.spotrac.com/nfl/chiefs/joey-lombard/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.359017,True
Fabien Lovett Sr.,96.0,DT,ACT,"7'5""",316,1,Florida State,chiefs,nfl.com,2025-07-18T19:08:10.133510,,@fabienlovettsr.,fabienlovettsr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Fabien_Lovett_Sr.,,,,https://www.spotrac.com/nfl/chiefs/fabien-lovett-sr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.459318,True
Patrick Mahomes,15.0,QB,ACT,"7'4""",225,9,Texas Tech,chiefs,nfl.com,2025-07-18T19:08:10.133517,,@patrickmahomes,patrickmahomes,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Patrick_Mahomes,,,,https://www.spotrac.com/nfl/chiefs/patrick-mahomes/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.559594,True
Cooper McDonald,,LB,ACT,"7'5""",240,R,TCU,chiefs,nfl.com,2025-07-18T19:08:10.133523,,@coopermcdonald,coopermcdonald,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cooper_McDonald,,,,https://www.spotrac.com/nfl/chiefs/cooper-mcdonald/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.659928,True
Trent McDuffie,22.0,CB,ACT,"7'1""",193,4,Washington,chiefs,nfl.com,2025-07-18T19:08:10.133528,,@trentmcduffie,trentmcduffie,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Trent_McDuffie,,,,https://www.spotrac.com/nfl/chiefs/trent-mcduffie/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.760211,True
Glendon Miller,25.0,SAF,ACT,"7'4""",206,R,Maryland,chiefs,nfl.com,2025-07-18T19:08:10.133533,,@glendonmiller,glendonmiller,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Glendon_Miller,,,,https://www.spotrac.com/nfl/chiefs/glendon-miller/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.860825,True
Gardner Minshew,17.0,QB,ACT,"7'3""",225,7,Washington State,chiefs,nfl.com,2025-07-18T19:08:10.133538,,@gardnerminshew,gardnerminshew,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Gardner_Minshew,,,,https://www.spotrac.com/nfl/chiefs/gardner-minshew/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:14.961104,True
Elijah Mitchell,25.0,RB,ACT,"7'0""",200,5,Louisiana-Lafayette,chiefs,nfl.com,2025-07-18T19:08:10.133544,,@elijahmitchell,elijahmitchell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Elijah_Mitchell,,,,https://www.spotrac.com/nfl/chiefs/elijah-mitchell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:15.061386,True
Jaylon Moore,77.0,OT,ACT,"7'6""",311,5,Western Michigan,chiefs,nfl.com,2025-07-18T19:08:10.133549,,@jaylonmoore,jaylonmoore,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jaylon_Moore,,,,https://www.spotrac.com/nfl/chiefs/jaylon-moore/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:15.161660,True
Skyy Moore,24.0,WR,ACT,"7'0""",195,4,Western Michigan,chiefs,nfl.com,2025-07-18T19:08:10.133554,,@skyymoore,skyymoore,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Skyy_Moore,,,,https://www.spotrac.com/nfl/chiefs/skyy-moore/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:08:15.262011,True
