name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Joe Andreessen,44.0,LB,ACT,"7'3""",232,2,Buffalo,bills,nfl.com,2025-07-18T17:23:19.129982,,@joeandreessen,joeandreessen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Joe_Andreessen,,,,https://www.spotrac.com/nfl/bills/joe-andreessen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:19.431566,True
Tyler Bass,2.0,K,ACT,"7'0""",183,6,Georgia Southern,bills,nfl.com,2025-07-18T17:23:19.129988,,@tylerbass,tylerbass,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyler_Bass,,,,https://www.spotrac.com/nfl/bills/tyler-bass/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:19.531864,True
Popo Aumavae,78.0,DT,RES,"7'5""",315,2,Oregon,panthers,nfl.com,2025-07-18T17:23:28.677405,,@popoaumavae,popoaumavae,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Popo_Aumavae,,,,https://www.spotrac.com/nfl/panthers/popo-aumavae/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:28.678093,True
Emani Bailey,39.0,RB,ACT,"6'7""",202,1,TCU,panthers,nfl.com,2025-07-18T17:23:28.677427,,@emanibailey,emanibailey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Emani_Bailey,,,,https://www.spotrac.com/nfl/panthers/emani-bailey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:28.778360,True
Amare Barno,38.0,LB,ACT,"7'8""",245,4,Virginia Tech,panthers,nfl.com,2025-07-18T17:23:28.677433,,@amarebarno,amarebarno,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Amare_Barno,,,,https://www.spotrac.com/nfl/panthers/amare-barno/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:28.878637,True
Shemar Bartholomew,27.0,CB,ACT,"7'3""",200,2,Georgia Southern,panthers,nfl.com,2025-07-18T17:23:28.677437,,@shemarbartholomew,shemarbartholomew,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Shemar_Bartholomew,,,,https://www.spotrac.com/nfl/panthers/shemar-bartholomew/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:28.978908,True
Carlos Basham,54.0,LB,ACT,"7'5""",274,5,Wake Forest,panthers,nfl.com,2025-07-18T17:23:28.677441,,@carlosbasham,carlosbasham,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Carlos_Basham,,,,https://www.spotrac.com/nfl/panthers/carlos-basham/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:29.079205,True
Maurice Alexander,13.0,WR,ACT,"7'1""",180,1,Florida International,bears,nfl.com,2025-07-18T17:23:38.303434,,@mauricealexander,mauricealexander,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Maurice_Alexander,,,,https://www.spotrac.com/nfl/bears/maurice-alexander/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:38.304132,True
Kiran Amegadjie,72.0,OT,ACT,"7'7""",326,2,Yale,bears,nfl.com,2025-07-18T17:23:38.303454,,@kiranamegadjie,kiranamegadjie,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kiran_Amegadjie,,,,https://www.spotrac.com/nfl/bears/kiran-amegadjie/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:38.404429,True
Tyson Bagent,17.0,QB,ACT,"7'5""",213,3,Shepherd,bears,nfl.com,2025-07-18T17:23:38.303459,,@tysonbagent,tysonbagent,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyson_Bagent,,,,https://www.spotrac.com/nfl/bears/tyson-bagent/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:38.504688,True
Ryan Bates,71.0,OT,ACT,"7'6""",302,7,Penn State,bears,nfl.com,2025-07-18T17:23:38.303463,,@ryanbates,ryanbates,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ryan_Bates,,,,https://www.spotrac.com/nfl/bears/ryan-bates/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:38.604959,True
Theo Benedet,79.0,OL,ACT,"7'9""",305,1,University of British Columbia,bears,nfl.com,2025-07-18T17:23:38.303467,,@theobenedet,theobenedet,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Theo_Benedet,,,,https://www.spotrac.com/nfl/bears/theo-benedet/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:38.705237,True
Cal Adomitis,48.0,LS,ACT,"7'4""",238,4,Pittsburgh,bengals,nfl.com,2025-07-18T17:23:47.782666,,@caladomitis,caladomitis,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cal_Adomitis,,,,https://www.spotrac.com/nfl/bengals/cal-adomitis/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:47.783234,True
Erick All,83.0,TE,ACT,"7'7""",255,2,Iowa,bengals,nfl.com,2025-07-18T17:23:47.782684,,@erickall,erickall,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Erick_All,,,,https://www.spotrac.com/nfl/bengals/erick-all/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:47.883507,True
Tycen Anderson,26.0,SAF,ACT,"7'4""",205,4,Toledo,bengals,nfl.com,2025-07-18T17:23:47.782690,,@tycenanderson,tycenanderson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tycen_Anderson,,,,https://www.spotrac.com/nfl/bengals/tycen-anderson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:47.983742,True
Daijahn Anthony,33.0,SAF,ACT,"7'2""",200,2,Mississippi,bengals,nfl.com,2025-07-18T17:23:47.782696,,@daijahnanthony,daijahnanthony,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Daijahn_Anthony,,,,https://www.spotrac.com/nfl/bengals/daijahn-anthony/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:48.084121,True
Dante Barnett,69.0,DT,ACT,"7'3""",275,R,Dickinson College,bengals,nfl.com,2025-07-18T17:23:47.782702,,@dantebarnett,dantebarnett,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dante_Barnett,,,,https://www.spotrac.com/nfl/bengals/dante-barnett/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:48.184378,True
Chigozie Anusiem,35.0,CB,ACT,"7'3""",200,2,Colorado State,browns,nfl.com,2025-07-18T17:23:57.393527,,@chigozieanusiem,chigozieanusiem,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Chigozie_Anusiem,,,,https://www.spotrac.com/nfl/browns/chigozie-anusiem/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:57.394223,True
Jerome Baker,17.0,OLB,ACT,"7'4""",232,8,Ohio State,browns,nfl.com,2025-07-18T17:23:57.393547,,@jeromebaker,jeromebaker,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jerome_Baker,,,,https://www.spotrac.com/nfl/browns/jerome-baker/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:57.494529,True
Jackson Barton,,OT,ACT,"7'9""",302,6,Utah,browns,nfl.com,2025-07-18T17:23:57.393554,,@jacksonbarton,jacksonbarton,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jackson_Barton,,,,https://www.spotrac.com/nfl/browns/jackson-barton/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:57.594862,True
Brenden Bates,82.0,TE,ACT,"7'7""",255,2,Kentucky,browns,nfl.com,2025-07-18T17:23:57.393562,,@brendenbates,brendenbates,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brenden_Bates,,,,https://www.spotrac.com/nfl/browns/brenden-bates/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:57.695358,True
David Bell,18.0,WR,ACT,"7'3""",212,4,Purdue,browns,nfl.com,2025-07-18T17:23:57.393570,,@davidbell,davidbell,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/David_Bell,,,,https://www.spotrac.com/nfl/browns/david-bell/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:23:57.795673,True
Hakeem Adeniji,30.0,G,ACT,"7'6""",315,6,Kansas,cowboys,nfl.com,2025-07-18T17:24:07.601161,,@hakeemadeniji,hakeemadeniji,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Hakeem_Adeniji,,,,https://www.spotrac.com/nfl/cowboys/hakeem-adeniji/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:07.601950,True
Tommy Akingbesote,72.0,DL,ACT,"7'5""",306,R,Maryland,cowboys,nfl.com,2025-07-18T17:24:07.601179,,@tommyakingbesote,tommyakingbesote,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tommy_Akingbesote,,,,https://www.spotrac.com/nfl/cowboys/tommy-akingbesote/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:07.702221,True
Bryan Anger,5.0,P,ACT,"7'5""",202,14,California,cowboys,nfl.com,2025-07-18T17:24:07.601185,,@bryananger,bryananger,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Bryan_Anger,,,,https://www.spotrac.com/nfl/cowboys/bryan-anger/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:07.802510,True
Brandon Aubrey,17.0,K,ACT,"7'5""",218,3,Notre Dame,cowboys,nfl.com,2025-07-18T17:24:07.601191,,@brandonaubrey,brandonaubrey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brandon_Aubrey,,,,https://www.spotrac.com/nfl/cowboys/brandon-aubrey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:07.902847,True
Justin Barron,55.0,LB,ACT,"7'6""",225,R,Syracuse,cowboys,nfl.com,2025-07-18T17:24:07.601197,,@justinbarron,justinbarron,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Justin_Barron,,,,https://www.spotrac.com/nfl/cowboys/justin-barron/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:08.003117,True
Kris Abrams-Draine,31.0,CB,ACT,"7'1""",178,2,Missouri,broncos,nfl.com,2025-07-18T17:24:17.019383,,@krisabrams-draine,krisabrams-draine,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kris_Abrams-Draine,,,,https://www.spotrac.com/nfl/broncos/kris-abrams-draine/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:17.019831,True
Nate Adkins,45.0,TE,ACT,"7'5""",252,3,South Carolina,broncos,nfl.com,2025-07-18T17:24:17.019398,,@nateadkins,nateadkins,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Nate_Adkins,,,,https://www.spotrac.com/nfl/broncos/nate-adkins/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:17.120106,True
Zach Allen,99.0,DE,ACT,"7'7""",285,7,Boston College,broncos,nfl.com,2025-07-18T17:24:17.019402,,@zachallen,zachallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Zach_Allen,,,,https://www.spotrac.com/nfl/broncos/zach-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:17.220399,True
Tyler Badie,28.0,RB,ACT,"6'8""",197,2,Missouri,broncos,nfl.com,2025-07-18T17:24:17.019406,,@tylerbadie,tylerbadie,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Tyler_Badie,,,,https://www.spotrac.com/nfl/broncos/tyler-badie/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:17.320668,True
Levelle Bailey,56.0,LB,ACT,"7'4""",225,2,Fresno State,broncos,nfl.com,2025-07-18T17:24:17.019409,,@levellebailey,levellebailey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Levelle_Bailey,,,,https://www.spotrac.com/nfl/broncos/levelle-bailey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:17.421030,True
Myles Adams,66.0,DT,ACT,"7'4""",290,4,Rice,lions,nfl.com,2025-07-18T17:24:26.326183,,@mylesadams,mylesadams,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Myles_Adams,,,,https://www.spotrac.com/nfl/lions/myles-adams/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:26.326758,True
Mitchell Agude,50.0,LB,ACT,"7'6""",250,1,Miami,lions,nfl.com,2025-07-18T17:24:26.326202,,@mitchellagude,mitchellagude,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Mitchell_Agude,,,,https://www.spotrac.com/nfl/lions/mitchell-agude/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:26.427097,True
Kyle Allen,8.0,QB,ACT,"7'5""",210,7,Houston,lions,nfl.com,2025-07-18T17:24:26.326208,,@kyleallen,kyleallen,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kyle_Allen,,,,https://www.spotrac.com/nfl/lions/kyle-allen/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T17:24:26.527382,True
