name,jersey_number,position,status,height,weight,experience,college,team,data_source,scraped_at,age,twitter_handle,instagram_handle,tiktok_handle,youtube_handle,twitter_followers,instagram_followers,tiktok_followers,youtube_subscribers,twitter_following,instagram_following,tiktok_following,twitter_verified,instagram_verified,twitter_url,instagram_url,tiktok_url,youtube_url,career_pass_yards,career_pass_tds,career_pass_ints,career_pass_rating,career_rush_yards,career_rush_tds,career_receptions,career_rec_yards,career_rec_tds,career_tackles,career_sacks,career_interceptions,current_salary,contract_value,contract_years,signing_bonus,guaranteed_money,cap_hit,dead_money,pro_bowls,all_pros,rookie_of_year,mvp_awards,championships,hall_of_fame,birth_date,birth_place,high_school,draft_year,draft_round,draft_pick,draft_team,wikipedia_url,nfl_com_url,espn_url,pff_url,spotrac_url,data_quality_score,data_sources,last_updated,comprehensive_enhanced
Myles Harden,26.0,CB,ACT,"7'1""",195,2,South Dakota,browns,nfl.com,2025-07-18T19:04:28.689701,,@mylesharden,mylesharden,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Myles_Harden,,,,https://www.spotrac.com/nfl/browns/myles-harden/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:31.702523,True
Shelby Harris,93.0,DT,ACT,"7'4""",288,11,Illinois State,browns,nfl.com,2025-07-18T19:04:28.689707,,@shelbyharris,shelbyharris,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Shelby_Harris,,,,https://www.spotrac.com/nfl/browns/shelby-harris/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:31.802803,True
Ronnie Hickman Jr.,33.0,SAF,ACT,"7'3""",209,3,Ohio State,browns,nfl.com,2025-07-18T19:04:28.689713,,@ronniehickmanjr.,ronniehickmanjr.,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ronnie_Hickman_Jr.,,,,https://www.spotrac.com/nfl/browns/ronnie-hickman-jr./,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:31.903173,True
Jordan Hicks,58.0,MLB,ACT,"7'3""",236,11,Texas,browns,nfl.com,2025-07-18T19:04:28.689720,,@jordanhicks,jordanhicks,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jordan_Hicks,,,,https://www.spotrac.com/nfl/browns/jordan-hicks/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.004093,True
Ralph Holley,63.0,DT,ACT,"7'2""",285,R,Western Michigan,browns,nfl.com,2025-07-18T19:04:28.689727,,@ralphholley,ralphholley,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Ralph_Holley,,,,https://www.spotrac.com/nfl/browns/ralph-holley/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.105542,True
Dustin Hopkins,7.0,K,ACT,"7'4""",210,12,Florida State,browns,nfl.com,2025-07-18T19:04:28.689733,,@dustinhopkins,dustinhopkins,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dustin_Hopkins,,,,https://www.spotrac.com/nfl/browns/dustin-hopkins/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.206464,True
Adin Huntington,66.0,DE,ACT,"7'3""",281,R,Tulane,browns,nfl.com,2025-07-18T19:04:28.689739,,@adinhuntington,adinhuntington,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Adin_Huntington,,,,https://www.spotrac.com/nfl/browns/adin-huntington/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.308446,True
Jason Ivey,72.0,OT,ACT,"7'7""",300,R,North Carolina A&T,browns,nfl.com,2025-07-18T19:04:28.689746,,@jasonivey,jasonivey,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jason_Ivey,,,,https://www.spotrac.com/nfl/browns/jason-ivey/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.409064,True
LaMareon James,27.0,CB,ACT,"7'0""",192,R,TCU,browns,nfl.com,2025-07-18T19:04:28.689752,,@lamareonjames,lamareonjames,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/LaMareon_James,,,,https://www.spotrac.com/nfl/browns/lamareon-james/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.509380,True
Rayshawn Jenkins,28.0,SAF,ACT,"7'3""",220,9,Miami,browns,nfl.com,2025-07-18T19:04:28.689762,,@rayshawnjenkins,rayshawnjenkins,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Rayshawn_Jenkins,,,,https://www.spotrac.com/nfl/browns/rayshawn-jenkins/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.609753,True
Teven Jenkins,74.0,G,ACT,"7'8""",320,5,Oklahoma State,browns,nfl.com,2025-07-18T19:04:28.689769,,@tevenjenkins,tevenjenkins,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Teven_Jenkins,,,,https://www.spotrac.com/nfl/browns/teven-jenkins/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.710170,True
Jerry Jeudy,3.0,WR,ACT,"7'3""",195,6,Alabama,browns,nfl.com,2025-07-18T19:04:28.689793,,@jerryjeudy,jerryjeudy,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Jerry_Jeudy,,,,https://www.spotrac.com/nfl/browns/jerry-jeudy/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.810459,True
Diontae Johnson,16.0,WR,ACT,"7'0""",183,7,Toledo,browns,nfl.com,2025-07-18T19:04:28.689801,,@diontaejohnson,diontaejohnson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Diontae_Johnson,,,,https://www.spotrac.com/nfl/browns/diontae-johnson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:32.911590,True
Kisean Johnson,83.0,WR,ACT,"7'3""",216,R,Western Kentucky,browns,nfl.com,2025-07-18T19:04:28.689808,,@kiseanjohnson,kiseanjohnson,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Kisean_Johnson,,,,https://www.spotrac.com/nfl/browns/kisean-johnson/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.020722,True
Dawand Jones,79.0,OT,ACT,"8'0""",375,3,Ohio State,browns,nfl.com,2025-07-18T19:04:28.689815,,@dawandjones,dawandjones,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dawand_Jones,,,,https://www.spotrac.com/nfl/browns/dawand-jones/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.122178,True
Dom Jones,37.0,CB,ACT,"7'4""",192,R,Colorado State,browns,nfl.com,2025-07-18T19:04:28.689820,,@domjones,domjones,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Dom_Jones,,,,https://www.spotrac.com/nfl/browns/dom-jones/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.222860,True
Quinshon Judkins,,RB,UDF,"7'2""",219,R,Ohio State,browns,nfl.com,2025-07-18T19:04:28.689825,,@quinshonjudkins,quinshonjudkins,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Quinshon_Judkins,,,,https://www.spotrac.com/nfl/browns/quinshon-judkins/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.323274,True
Sam Kamara,92.0,DE,ACT,"7'2""",272,3,Stony Brook,browns,nfl.com,2025-07-18T19:04:28.689831,,@samkamara,samkamara,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Sam_Kamara,,,,https://www.spotrac.com/nfl/browns/sam-kamara/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.423815,True
Damontae Kazee,23.0,S,ACT,"7'1""",174,9,San Diego State,browns,nfl.com,2025-07-18T19:04:28.689837,,@damontaekazee,damontaekazee,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Damontae_Kazee,,,,https://www.spotrac.com/nfl/browns/damontae-kazee/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.524157,True
Anthony Kendall,44.0,CB,ACT,"7'0""",177,2,Baldwin Wallace College,browns,nfl.com,2025-07-18T19:04:28.689843,,@anthonykendall,anthonykendall,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Anthony_Kendall,,,,https://www.spotrac.com/nfl/browns/anthony-kendall/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.624830,True
Gage Larvadain,84.0,WR,ACT,"6'8""",171,R,South Carolina,browns,nfl.com,2025-07-18T19:04:28.689849,,@gagelarvadain,gagelarvadain,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Gage_Larvadain,,,,https://www.spotrac.com/nfl/browns/gage-larvadain/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.725876,True
Brady Latham,64.0,G,ACT,"7'7""",312,1,Arkansas,browns,nfl.com,2025-07-18T19:04:28.689854,,@bradylatham,bradylatham,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Brady_Latham,,,,https://www.spotrac.com/nfl/browns/brady-latham/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.826190,True
Cornelius Lucas,71.0,OT,ACT,"8'1""",325,11,Kansas State,browns,nfl.com,2025-07-18T19:04:28.689860,,@corneliuslucas,corneliuslucas,,,10000,15000,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$10,000,000",4,,,,,,,,,,,,"City, State",High School Name,,,,,https://en.wikipedia.org/wiki/Cornelius_Lucas,,,,https://www.spotrac.com/nfl/browns/cornelius-lucas/,2.9,"['Wikipedia', 'NFL.com']",2025-07-18T19:04:33.926479,True
